id originale,Cote,Auteur.trice,Titre,Année originale,Année,Genre textuel,Domaine,Page,cotexte gauche,pivot (cible),cotexte droit,-5,-4,-3,-2,-1,TEMPS (forme),pour/à (forme),SOI (forme),1,2,3,tri,tri_notes,TEMPS (u.l.),pour/à (u.l.),SOI (u.l.),TEMPS_nombre,SOI_personne,SOI_nombre,verbe combiné (u.l.),verbe_mode,négation
881,S325,KRISTEVA Julia,Les Samouraïs,1990,1990,Ecrits fictionnels,non renseigné,303,"d' elle en moi ... que j' en ai bien pour tous les deux ...  » ? Allez , faites -moi plaisir ! - Nous avons tout le temps devant nous , je vous le dirai quand vous voudrez . Tout le",temps pour nous,", n' est -ce pas ? Elle fut surprise d' aimer autant son corps . Il l' embrassait longuement , patiemment , partout . La bouche , les seins . Chaque millimètre de peau . Le sexe",vous,voudrez,.,Tout,le,temps,pour,nous,",",n',est,,,,,,,,,,,
882,S325,KRISTEVA Julia,Les Samouraïs,1990,1990,Ecrits fictionnels,non renseigné,346,", cet ouvrier qui s' agenouille devant une image de la Vierge , cette condamnation de la contraception ... Non . Non ! Tu dis qu' il vit avec son temps . Ce n' est pas notre",temps à nous,", voilà mon avis ! - On dirait que tu n' as plus la foi ... - Tu sais , la vie m' a beaucoup déçue . Croire qu' il existe un au-delà plus juste ... Difficile ... Je ne sais pas , je ne",Ce,n',est,pas,notre,temps,à,nous,",",voilà,mon,oui,,temps,à,nous,sing,1,plur,être,ind,oui
883,S325,KRISTEVA Julia,Les Samouraïs,1990,1990,Ecrits fictionnels,non renseigné,427,"et je t' attendrai . Puis tu n' auras plus besoin de mon rythme , tu suivras le tien , pour le meilleur et pour le pire , et je me retirerai à ce moment -là , tu seras seul dans ton",temps à toi,", ma patience aura accompli son temps à elle . «  Pour l' instant elle est tout à toi , tu es mon temps -  instant : présent , passé et avenir noués dans ton poing agrippé à",tu,seras,seul,dans,ton,temps,à,toi,",",ma,patience,oui,,temps,à,toi,sing,2,sing,Ø,n/a,non
884,S325,KRISTEVA Julia,Les Samouraïs,1990,1990,Ecrits fictionnels,non renseigné,427,"de mon rythme , tu suivras le tien , pour le meilleur et pour le pire , et je me retirerai à ce moment -là , tu seras seul dans ton temps à toi , ma patience aura accompli son",temps à elle,". «  Pour l' instant elle est tout à toi , tu es mon temps -  instant : présent , passé et avenir noués dans ton poing agrippé à mon pouce , dans tes lèvres mouillées qui",ma,patience,aura,accompli,son,temps,à,elle,.,«,Pour,,,,,,,,,,,
885,R760,SEGUIN Fanny,L'Arme à gauche,1990,1990,Ecrits fictionnels,non renseigné,65,que tu te baladerais pas toute nue avec une plume au derrière tant qu' à faire ? Tu veux passer à la casserole avant l' âge ? » Quel âge ? j' allais demander . Mais le,temps pour moi,"d' entrevoir un bonhomme en tutu de paille et os dans le nez occupé à faire bouillir la marmite où il allait me plonger toute crue , et mémé , après un dérapage",allais,demander,.,Mais,le,temps,pour,moi,d',entrevoir,un,non,,temps,pour,moi,sing,1,sing,,,
886,S597,BÂ Amadou Hampâté,"Amkoullel, l'enfant peul",1991,1991,Ecrits non fictionnels,littérature,334,"sans difficulté . Le trésorier coucha mon nom sur sa liste . Au moment où se produisaient ces événements , ma mère se trouvait à Bandiagara . Elle y venait de temps en",temps pour nous,"voir , mon frère et moi , pour voir sa propre famille et aussi pour jeter un oeil sur la bonne gestion de son troupeau . Comme elle n' était pas femme à laisser un voyage",y,venait,de,temps,en,temps,pour,nous,voir,",",mon,,,,,,,,,,,
887,S597,BÂ Amadou Hampâté,"Amkoullel, l'enfant peul",1991,1991,Ecrits non fictionnels,littérature,390,"pour nous conserver , rien que pour nous conserver , et les Allemands pour nous avoir . Il ne faut pas chercher une autre explication . D' ailleurs , à quoi bon perdre notre",temps à nous,"interroger sur les motifs de leur bagarre ? Il vaudrait mieux trouver un moyen de faire dérailler cette calamité , car quelle que soit la cause de cette guerre , nous en",à,quoi,bon,perdre,notre,temps,à,nous,interroger,sur,les,,,,,,,,,,,
888,S597,BÂ Amadou Hampâté,"Amkoullel, l'enfant peul",1991,1991,Ecrits non fictionnels,littérature,501,", et pour plusieurs années d' études supplémentaires ? Ma mère s' y opposa catégoriquement . "" Tu as bien assez étudié le français comme cela , me dit -elle , il est",temps pour toi,"d' apprendre à devenir un vrai Peul . "" Mon maître Tierno Bokar n' étant plus là pour infléchir sa volonté , je ne pus que m' incliner . Cela ne me pesa pas trop , d' ailleurs",dit,-elle,",",il,est,temps,pour,toi,d',apprendre,à,non,,temps,pour,toi,sing,2,sing,,,
889,E030,MAURIAC Claude,Le Temps accompli,1991,1991,Ecrits non fictionnels,littérature,13,"Green sourit , son œil s' allume , il y a sur son visage une gaieté qui m' étonnerait s' il n' avait dit et su me faire comprendre que la mort n' existait pas plus pour lui que le",temps pour moi,", quant à l' essentiel , à notre essence . — Oui , j' ai dit que j' avais l' impression non pas de suivre Anne mais ma robe de chambre ... Il faut vous dire qu' on s' était",plus,pour,lui,que,le,temps,pour,moi,",",quant,à,,,,,,,,,,,
890,S698,FALLET René,"Carnets de jeunesse 2, 9 août 1947 - 2 août 1948 : inédits",1992,1992,non renseigné,non renseigné,180,"13 . Réveil 11 heures par le père qui me dépose un abondant courrier : Dimey , V. . . , Riou . On mange . Et je tape l' émission en un temps record ( deux heures ce qui est un bon",temps pour moi,") . Passe voir Cous qui ne peut aller voir Trenet , cloué comme un papillon par une angine . En allant louer les places , je tombe sur Jacky et un de ses potes qui vont chercher une",ce,qui,est,un,bon,temps,pour,moi,),.,Passe,non,,temps,pour,moi,sing,1,sing,,,
891,E032,MAURIAC Claude,Le Pont du Secret,1993,1993,Ecrits non fictionnels,littérature,171,"exotisme qu' en nous -même ... ) , et surtout la toute récente naissance du bébé de Nathalie , mon petit-fils américain , puisque j' en avais brièvement noté les",moments pour moi,"les plus importants , devaient figurer à cet endroit précis du tableau . Elle emporta ces pages dans sa chambre et , lorsque nous nous revîmes , me dit , en des termes que je",en,avais,brièvement,noté,les,moments,pour,moi,les,plus,importants,,,,,,,,,,,
892,R001,ROUBAUD Jacques,La Boucle,1993,1993,Ecrits non fictionnels,littérature,37,"persistance , les apparentent , en dépit du statut essentiellement non photographique de tout ce que j' appelle ici image , aux photographies souvent interrogées des",moments pour nous,signifiants du passé . Elles sont comme des images suscitées autant que restituées par la contemplation émue de photographies . Et elles détiennent de la lumière,aux,photographies,souvent,interrogées,des,moments,pour,nous,signifiants,du,passé,?,"""pour nous"" = perspective?",moment,pour,nous,plur,1,plur,,,
893,R001,ROUBAUD Jacques,La Boucle,1993,1993,Ecrits non fictionnels,littérature,452,"à attraper , par deux fois , une anguille ! ) ) . Un jour , il n' y a pas loin de vingt ans , sentant déjà les années s' accumuler sur mes épaules , je me suis dit qu' il était",temps pour moi,"de songer à transmettre mon savoir de pêcheur à la main pour que la tradition ne s' en perde pas dans la famille . Et , selon l' exemple bien connu des romans médiévaux , c'",suis,dit,qu',il,était,temps,pour,moi,de,songer,à,,,,,,,,,,,
894,R520,LAMBLIN Bianca,Mémoires d'une jeune fille dérangée,1993,1993,Ecrits non fictionnels,littérature,163,"avec une journaliste , elle s' affala sur son divan , à bout de souffle , à bout de forces . Je la quittai donc comme au sortir d' une grande épreuve qui était en même",temps pour moi,une révélation douloureuse de l' état physique de mon amie . Cet incident me conduit à évoquer notre opposition concernant l' attitude à avoir vis-à-vis de la,épreuve,qui,était,en,même,temps,pour,moi,une,révélation,douloureuse,,,,,,,,,,,
895,R135,HUGUENIN Jean-René,Journal,1993,1993,Ecrits non fictionnels,non renseigné,43,"vice de ses cuisses maigres , de sa bouche encore mince et sinueuse ... Mercredi 25 janvier Les notes de mon roman s' accumulent et me dépassent , parce que je n' ai pas assez de",temps à moi,"pour les ordonner et les discipliner . N' importe , j' ai la vie devant moi ! D' ailleurs , je ne suis moi -même , en ce moment , ni discipliné , ni ordonné : l' idée de partir pour",n',ai,pas,assez,de,temps,à,moi,pour,les,ordonner,oui,,temps,à,moi,sing,1,sing,avoir,ind,oui
896,R135,HUGUENIN Jean-René,Journal,1993,1993,Ecrits non fictionnels,non renseigné,46,à vous . La traditionnelle vieille dame aveugle de 11 h 30 du matin traverse l' avenue Théophile - Gautier : ainsi la vie reprend . Forces nouvelles . J' ai très peu de,temps pour vous,"dire ma tendresse , vous qui êtes ma vie , vous qui êtes le travail , la création , J. L. M. , mes amis ; j' ai malheureusement du travail pour Sciences - Po . Ces notes -là sont",J',ai,très,peu,de,temps,pour,vous,dire,ma,tendresse,non,,temps,pour,vous,sing,2,?,,,
897,R135,HUGUENIN Jean-René,Journal,1993,1993,Ecrits non fictionnels,non renseigné,98,"de gens à voir et de problèmes à résoudre et surtout un certain rendez-vous qu' il ne pouvait pas manquer . Comme c' est bête , dit Dupont , que la vie est mal faite On a pas de",temps pour soi,"ni pour ses amis . Et Dupont est reparti pressé , nerveux , étourdissant , dans la rue qui sent la feuille mouillée en train de pourrir . Ah , les pauvres gens qui regardent",faite,On,a,pas,de,temps,pour,soi,ni,pour,ses,,,,,,,,,,,
898,R135,HUGUENIN Jean-René,Journal,1993,1993,Ecrits non fictionnels,non renseigné,121,on ne désire pas . — Ceux qui n' aiment pas la vie ne la connaîtront jamais . L' amour seul brise la coquille du poussin . Jeudi 20 juin Maintenant que j' ai de nouveau un peu de,temps pour moi,", pour rêver , penser à ce que , dans le plus profond de mon cœur , j' appelle avec une humble tendresse «  mon métier  » , je redécouvre que l' amour de la vie , la joie de",de,nouveau,un,peu,de,temps,pour,moi,",",pour,rêver,,,,,,,,,,,
899,R135,HUGUENIN Jean-René,Journal,1993,1993,Ecrits non fictionnels,non renseigné,318,régime militaire s' adoucira peut-être . S' il en est ainsi ... Vendredi 2 février Il semble que ma vie militaire s' organise à merveille . Je vais disposer de pas mal de,temps pour moi,". Mais je n' en aurai jamais assez pour tout ce que je veux faire ! Dimanche 4 février Le corps cassé par la grippe , mais l' esprit clair , délicieusement agité par la",disposer,de,pas,mal,de,temps,pour,moi,.,Mais,je,,,,,,,,,,,
900,S246,ORMESSON Jean d',La Douane de mer,1993,1993,Ecrits fictionnels,non renseigné,80,"quelques jours , raconter aux gens d' Urql . Nous fuyions l' histoire , toujours en train de se faire et de nous envahir . L' histoire nous rattrapait . Nous avons passé notre",temps à nous,"faire rattraper par le temps qui passait . Il y avait des guerres , des ruines , des révolutions , des typhons . Et il y avait des journaux pour nous en informer . Il y avait des",.,Nous,avons,passé,notre,temps,à,nous,faire,rattraper,par,non,,temps,à,nous,sing,1,plur,,,
901,S246,ORMESSON Jean d',La Douane de mer,1993,1993,Ecrits fictionnels,non renseigné,389,". Et les esprits eux -mêmes n' ont pas notre dignité . Et ils n' ont pas nos plaisirs . Nous souffrons , c' est vrai , nous nous trompons , nous ne savons rien , nous passons notre",temps à nous,débattre dans les ténèbres de l' histoire . Mais nous avons une idée du bonheur et de la perfection et notre grandeur vient de là : du contraste entre notre bassesse et,rien,",",nous,passons,notre,temps,à,nous,débattre,dans,les,,,,,,,,,,,
902,S246,ORMESSON Jean d',La Douane de mer,1993,1993,Ecrits fictionnels,non renseigné,390,"il n' y aurait personne pour lui en chercher un . Tes cartes dont on ne peut rien dire ne seraient plus lues par personne . Nous souffrons , nous pleurons , nous passons notre",temps à nous,"tromper pour que l' univers prenne un sens . Ce sont les hommes qui donnent un sens aux primates dont ils descendent , aux algues dont ils surgissent , au big bang qui a tout",pleurons,",",nous,passons,notre,temps,à,nous,tromper,pour,que,,,,,,,,,,,
903,E525,DESPENTES Virginie,Baise-moi,1993,1993,Ecrits fictionnels,littérature,55,"s' arrête net et les dévisage , elle pense que c' est une question de détermination : « Je vais travailler là . 1000 francs pour une heure ; si vous proposez mieux , j' ai du",temps pour vous,". Sinon vous dégagez , tout de suite . » Elle ne repart pas tout de suite , elle attend comme si elle attendait leur réponse . Elle vend son cul , ils n' ont pas les moyens . Ils",mieux,",",j',ai,du,temps,pour,vous,.,Sinon,vous,,,,,,,,,,,
904,R182,DE DUVE Pascal,Cargo Vie,1993,1993,Ecrits non fictionnels,littérature,54,"jamais depuis que je suis tombé malade . Toute la journée une pensée pénible m' a hanté . Comment puis -je courir tout seul aux antipodes à bord d' un cargo , alors que le",temps pour nous,"aimer est tellement compté ? Vingt et une heures ( une heure à Paris ) . Je me suis senti très seul pendant le dîner . Tous mes commensaux étaient euphoriques , leurs",cargo,",",alors,que,le,temps,pour,nous,aimer,est,tellement,,,,,,,,,,,
905,S322,ROMILLY Jacqueline de,Les Œufs de Pâques,1993,1993,Ecrits fictionnels,non renseigné,214,", ailleurs et nulle part . Cela est d' autant plus surprenant qu' au pied de ces remparts , sur l' eau miroitante , passent sans arrêt des bateaux qui , eux , sont bien de son",temps à elle,". Il y en a de toutes sortes . Ils entrent ou sortent . Certains sont des embarcations de pêche dont le moteur cogne à deux temps , avec ce bruit des barques de pêcheurs que",",",sont,bien,de,son,temps,à,elle,.,Il,y,,,,,,,,,,,
906,R039,DUPEREY Annie,Je vous écris,1993,1993,Ecrits non fictionnels,non renseigné,18,"n' étais pas parvenue assez vite à m' amener où je devais aller , quelque chose en moi me barrait le chemin . Peut-être était -ce salutaire ? Peut-être n' était -il pas",temps pour moi,"de trouver ? Je connais fort bien ce genre de raisonnement , je l' utilise abondamment , c' est admirable pour couper court à un dilemme et se faciliter la vie . J' étais tout",Peut-être,n',était,-il,pas,temps,pour,moi,de,trouver,?,,,,,,,,,,,
907,S269,LANZMANN Jacques,La Horde d'or,1994,1994,Ecrits fictionnels,non renseigné,301,"l' acte sacré . Elle s' impatienta : - Mais fais -moi voir ! Avec un sourire triomphant , Charles déroula le mince et précieux parchemin . Elle s' extasia : - Bon Dieu , tout ce",temps à nous,attendre toi et moi ! Il la regarda avec une drôle d' expression . Elle ne l' avait jamais vu comme ça . Elle eut soudain très envie de lui . Charles rangea l' étui avec soin et,Bon,Dieu,",",tout,ce,temps,à,nous,attendre,toi,et,,,,,,,,,,,
908,R448,JULIET Charles,Accueils. Journal IV 1982-1988,1994,1994,Ecrits non fictionnels,littérature,363,"de l' interminable attente , l' auto-dérision , le manque d' ambition sociale , la compréhension et le soutien de ma compagne ... Mon temps n' était pas encore venu ... Mon",temps à moi,"viendrait -il un jour ? Et quand ? Après une telle exténuation , comment espérer que je écouverais le goût de vivre , que je disposerais à nouveau de cette énergie qui",pas,encore,venu,...,Mon,temps,à,moi,viendrait,-il,un,?,doute sur rapport à la notion de temps pour soi,temps,à,moi,sing,1,sing,,,
909,R079,GROULT Benoîte,Journal à quatre mains,1994,1994,Ecrits non fictionnels,non renseigné,220,", de déjà cuit par le soleil , me transporte aux nues . It's the Madeleine de Proust all over again , my dear ! La sœur a l' air de vivre pleinement et de n' avoir pas beaucoup de",temps pour nous,". Elle écrit de petites lettres sibyllines . Pourvu qu' elle ne saute pas le cap ... il y a un côté nounou en moi ... tant que je l' ai à l' œil , je crois qu' il ne lui arrivera",n',avoir,pas,beaucoup,de,temps,pour,nous,.,Elle,écrit,non,,temps,pour,nous,sing,1,plur,,,
